index,scheme,model,split,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R_mean,R_std
0,FINAL_S6_LITE,FTTransformer,test,18.946645046512405,0.32530366301682606,26.70208366218722,0.4630898530396892,0.6849657332691977,0.023680132728748977
1,FINAL_S6_LITE,FTTransformer,train,18.905624369264256,0.28067960721618274,27.751167720217925,0.467968970865894,0.6811666289773001,0.013070224349737331
2,FINAL_S6_LITE,FTTransformer,val,20.66379735897749,0.36933134546700214,29.27292429254976,0.5387645994385657,0.6254346331628393,0.01831240725812942
3,FINAL_S6_LITE,MLP_base,test,19.481012517219863,0.19660853134208697,26.938166506408596,0.27693612337128576,0.6796966353318136,0.0038656096316602865
4,FINAL_S6_LITE,MLP_base,train,20.192008179843395,0.18400183699292672,29.200429639080443,0.19268132321346326,0.6424755223704343,0.006623808529829163
5,FINAL_S6_LITE,MLP_base,val,20.43698171317716,0.055963232466596166,28.687904027689672,0.016668392147722446,0.6429497409271999,0.0018676572629045454
6,FINAL_S6_LITE,MLP_deep,test,19.06709350240025,0.38697048267690964,26.35792602508755,0.5555370919359959,0.6958721066116391,0.012153299070994371
7,FINAL_S6_LITE,MLP_deep,train,19.318198906086995,0.7631939836055872,28.118031773429298,0.9416497900341482,0.6723934755513704,0.02554944113756632
8,FINAL_S6_LITE,MLP_deep,val,20.025156453272682,0.24587887797247437,28.13945637278282,0.4437221232305557,0.6604900889311572,0.014292065869071452
9,FINAL_S6_LITE,ResNetMLP,test,19.859305682757224,0.6054928625408158,27.1224345810965,0.871980937579542,0.6630330938849065,0.010305525649356809
10,FINAL_S6_LITE,ResNetMLP,train,19.570055059219463,1.0076617682311655,28.132466639169888,1.3847225400003687,0.6703738157726965,0.03441547652864021
11,FINAL_S6_LITE,ResNetMLP,val,20.39287469521547,0.20829673357959033,28.49470649192897,0.5607582701757431,0.6491791085225255,0.008783603041241797
12,FINAL_S6_LITE,TabNet,test,17.82018051775514,0.11442713704517675,24.922818303914152,0.09350187902105368,0.725881834625801,0.0035954907184454887
13,FINAL_S6_LITE,TabNet,train,18.916411031050163,0.3358233090602388,27.59380786317431,0.3483012546190141,0.6844496708048048,0.009229321433355937
14,FINAL_S6_LITE,TabNet,val,19.67240683299956,0.1034296324947053,27.799341931873787,0.10716224250717939,0.6695894598210391,0.00497277181803085
15,FINAL_S6_LITE,TabTransformer_base,test,19.442336264787112,0.1891868531189992,26.922255118291854,0.2644080735609008,0.6846986648849551,0.0066810399114134635
16,FINAL_S6_LITE,TabTransformer_base,train,20.815491448691507,0.3375813801264842,29.860291626016053,0.36579784629079015,0.6191116912229732,0.011618760059149552
17,FINAL_S6_LITE,TabTransformer_base,val,20.412398526385115,0.10715992823402958,28.634588557178628,0.24709834173813738,0.6434393942363313,0.005882053854380468
